Reference_DB_ID,Organism_Meta_Data,Organism_List,ca01_ra,ca04_ra,ca05_ra,ca07_ra,ca10_ra,ca14_ra,ca15_ra,ca18_ra,ca21_ra,ca22_ra,ca23_ra,cb01_ra,cb04_ra,cb05_ra,cb07_ra,cb10_ra,cb14_ra,cb15_ra,cb18_ra,cb21_ra,cb22_ra,pa03_ra,pa04_ra,pa05_ra,pa06_ra,pa08_ra,pa10_ra,pa11_ra,pa18_ra,pa19_ra,pa22_ra,pa23_ra,pa28_ra,pb03_ra,pb04_ra,pb05_ra,pb06_ra,pb08_ra,pb10_ra,pb11_ra,pb18_ra,pb19_ra,pb22_ra,pb23_ra,pb28_ra,,,,,,,,,,
184,subsp_jejuni_ICDCCJ07001_plasmid_pTet_complete_sequence,Campylobacter_jejuni_CP002030.1,0.00002,0.00006,0.00001,0.00010,0.00008,0.00001,0.00001,0.00002,0.00001,0.00002,0.00002,0.00001,0.00007,0.00001,0.00013,0.00008,0.00006,0.00004,0.00002,0.00002,0.00004,0.00015,0.00011,0.00002,0.00002,0.00004,0.00001,0.00002,0.00001,0.00002,0.00005,0.00001,0.00001,0.00010,0.00017,0.00001,0.00001,0.00001,0.00002,0.00002,0.00001,0.00007,0.00004,0.00001,0.00002,,,,,,,,,,
173,oral_taxon_299_str_F0039_complete_genome,Prevotella_sp._CP003666.1,0.00002,0.00004,0.00008,0.00000,0.00000,0.00002,0.00002,0.00016,0.00001,0.00010,0.00011,0.00001,0.00000,0.00017,0.00000,0.00000,0.00016,0.00000,0.00000,0.00000,0.00132,0.00007,0.00001,0.00005,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00003,0.00013,0.00005,0.00008,0.00000,0.00004,0.00000,0.00000,0.00002,0.00000,0.00000,0.00001,0.00000,0.00003,0.00020,,,,,,,,,,
145,23_complete_genome,Prevotella_ruminicola_CP002006.1,0.00002,0.00000,0.00016,0.00000,0.00000,0.00003,0.00003,0.00032,0.00000,0.00011,0.00015,0.00001,0.00001,0.00020,0.00000,0.00001,0.00017,0.00000,0.00002,0.00000,0.00019,0.00015,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00005,0.00018,0.00009,0.00012,0.00000,0.00004,0.00000,0.00001,0.00001,0.00000,0.00001,0.00000,0.00000,0.00005,0.00039,,,,,,,,,,
166,ART12/1_draft_genome,Megamonas_hypermegale_FP929048.1,0.00001,0.00000,0.00002,0.00000,0.00000,0.02439,0.02439,0.00000,0.00001,0.00001,0.00003,0.00004,0.00000,0.00000,0.00001,0.00000,0.00003,0.00158,0.00000,0.00000,0.00004,0.00000,0.00036,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00001,0.00600,0.00004,0.00001,0.00002,0.00064,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00001,0.00001,0.00000,0.00001,,,,,,,,,,
34,str_K12_substr_DH10B_complete_genome,Escherichia_coli_CP000948.1,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00003,0.00000,0.00028,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00003,0.00044,0.00003,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00002,0.00006,0.00000,0.00000,0.00004,0.00001,0.00003,0.00001,0.00001,0.00008,0.00002,0.00056,0.00003,0.00007,0.00004,,,,,,,,,,
22,I-P16_complete_genome,Streptococcus_sp._CP006776.1,0.00001,0.00030,0.00011,0.00012,0.00001,0.00000,0.00000,0.00007,0.00006,0.00005,0.00002,0.00002,0.00031,0.00002,0.00006,0.00001,0.00007,0.00002,0.00022,0.00003,0.00037,0.00006,0.00001,0.00002,0.00001,0.00025,0.00002,0.00006,0.00000,0.00012,0.00002,0.00001,0.00011,0.00001,0.00007,0.00003,0.00000,0.00007,0.00000,0.00002,0.00001,0.00005,0.00003,0.00001,0.00001,,,,,,,,,,
46,subsp_lactis_strain_BF052_completegenome,Bifidobacterium_animalis_CP009045.1,0.00001,0.00001,0.00005,0.00024,0.00001,0.00000,0.00000,0.00001,0.00001,0.00003,0.00006,0.00001,0.00001,0.00001,0.00006,0.00000,0.00002,0.00001,0.00003,0.00001,0.00004,0.00007,0.00000,0.00002,0.00000,0.00003,0.00000,0.00002,0.00000,0.00000,0.00001,0.00000,0.00001,0.00006,0.00001,0.00001,0.00000,0.00000,0.00000,0.00009,0.00000,0.00001,0.00000,0.00000,0.00001,,,,,,,,,,
91,subsp_pneumoniae_strain_ATCC_43816_KPPR1_complete_genome,Klebsiella_pneumoniae_CP009208.1,0.00001,0.00000,0.00004,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00005,0.00000,0.48569,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00009,0.00108,0.00002,0.00001,0.00001,0.00000,0.00003,0.00000,0.00002,0.00000,0.00003,0.00001,0.00001,0.00000,0.00002,0.00000,0.00002,0.00000,0.00042,0.00001,0.00002,0.00001,0.00009,0.00002,0.00015,,,,,,,,,,
55,V975_genome_assembly_chromosome:_I,Bacteroides_ovatus_LT622246.1,0.00001,0.00001,0.00003,0.00005,0.00004,0.00000,0.00000,0.00002,0.00003,0.00002,0.00003,0.00001,0.00002,0.00001,0.00006,0.00007,0.00002,0.00000,0.00006,0.00003,0.00002,0.00006,0.00000,0.00001,0.00001,0.00001,0.00001,0.00000,0.00009,0.00002,0.00003,0.00003,0.00004,0.00012,0.00002,0.00005,0.00001,0.00009,0.00010,0.00000,0.00017,0.00003,0.00001,0.00038,0.00013,,,,,,,,,,
59,La-14_complete_genome,Lactobacillus_acidophilus_CP005926.2,0.00001,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00001,0.00001,0.00001,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00002,0.00004,0.00000,0.00002,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,,,,,,,,,
49,ING2-E5B_genome_assembly_E5B_chromosomechrI,Porphyromonadaceae_bacterium_LN515532.1,0.00001,0.00000,0.00001,0.00002,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00001,0.00000,0.00009,0.00000,0.00001,0.00000,0.00002,0.00002,0.00000,0.00004,0.00000,0.00000,0.00000,0.00000,0.00003,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00007,0.00000,0.00000,0.00000,0.00000,0.00002,0.00000,0.00000,0.00000,0.00000,,,,,,,,,,
48,ATCC_33277_DNA_complete_genome,Porphyromonas_gingivalis_AP009380.1,0.00001,0.00001,0.00002,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00001,0.00000,0.00009,0.00003,0.00000,0.00000,0.00000,0.00000,0.00009,0.00000,0.00002,0.00001,0.00000,0.00001,0.00000,0.00001,0.00000,0.00003,0.00000,0.00001,0.00027,0.00000,0.00001,0.00003,0.00000,0.00011,0.00000,,,,,,,,,,
44,DNA_complete_genome_strain:_OMA14_chromosome:_I,Prevotella_intermedia_AP014597.1,0.00001,0.00006,0.00004,0.00000,0.00001,0.00001,0.00001,0.00013,0.00003,0.00005,0.00006,0.00000,0.00000,0.00004,0.00001,0.00001,0.00003,0.00000,0.00004,0.00004,0.00230,0.00025,0.00001,0.00007,0.00000,0.00000,0.00010,0.00000,0.00001,0.00001,0.00001,0.00007,0.00001,0.00009,0.00000,0.00007,0.00000,0.00000,0.00028,0.00000,0.00006,0.00005,0.00000,0.00003,0.00005,,,,,,,,,,
105,KCTC_2190_complete_genome,Enterobacter_aerogenes_CP002824.1,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00181,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00002,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00005,0.00001,0.00001,0.00011,,,,,,,,,,
158,CNRZ1066_complete_genome,Streptococcus_thermophilus_CP000024.1,0.00001,0.00004,0.00017,0.00209,0.00000,0.00000,0.00000,0.00040,0.00040,0.00003,0.00002,0.00000,0.00185,0.00001,0.00011,0.00001,0.00003,0.00001,0.00119,0.00012,0.00005,0.00012,0.00000,0.00006,0.00000,0.00029,0.00001,0.00003,0.00254,0.00025,0.00000,0.00008,0.00006,0.00001,0.00006,0.00055,0.00000,0.00015,0.00001,0.00041,0.00000,0.00000,0.00000,0.00000,0.00000,,,,,,,,,,
119,strain_2192T_genome,Pseudomonas_tolaasii_CP020369.1,0.00001,0.00002,0.00003,0.00001,0.00001,0.00001,0.00001,0.00002,0.00002,0.00002,0.00000,0.00001,0.00002,0.00001,0.00001,0.00002,0.00003,0.00002,0.00000,0.00001,0.00009,0.00001,0.00000,0.00000,0.00000,0.00002,0.00002,0.00001,0.00002,0.00000,0.00000,0.00001,0.00002,0.00000,0.00001,0.00000,0.00001,0.00001,0.00002,0.00001,0.00002,0.00001,0.00000,0.00000,0.00003,,,,,,,,,,
110,CFNIH1_complete_genome,Citrobacter_freundii_CP007557.1,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00002,0.00000,0.00054,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00006,0.00009,0.00011,0.00001,0.00000,0.00000,0.00004,0.00000,0.00000,0.00006,0.00003,0.00000,0.00002,0.00003,0.00002,0.00002,0.00000,0.00000,0.00007,0.00003,0.00023,0.00018,0.00005,0.00000,,,,,,,,,,
57,subsp_paracasei_JCM_8130_DNA_completegenome,Lactobacillus_paracasei_AP012541.1,0.00001,0.00000,0.00001,0.00000,0.00002,0.00000,0.00000,0.00002,0.00001,0.00001,0.00001,0.00000,0.00005,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00053,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00015,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00001,,,,,,,,,,
103,EA1509E_complete_genome,Enterobacter_aerogenes_FO203355.1,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00139,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00002,0.00001,0.00002,0.00000,0.00004,0.00000,0.00000,0.00000,0.00000,0.00000,0.00005,0.00010,0.00000,0.00002,0.00000,0.00002,0.00014,0.00012,0.00001,0.00000,0.00005,0.00001,0.00007,0.00011,,,,,,,,,,
52,RM5611_plasmid_pRM5611_48kb_complete_sequence,Campylobacter_coli_CP007180.1,0.00001,0.00001,0.00001,0.00002,0.00006,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00001,0.00001,0.00000,0.00003,0.00006,0.00000,0.00001,0.00000,0.00001,0.00001,0.00020,0.00002,0.00000,0.00000,0.00002,0.00000,0.00001,0.00000,0.00001,0.00001,0.00001,0.00002,0.00011,0.00004,0.00000,0.00000,0.00001,0.00001,0.00003,0.00000,0.00008,0.00003,0.00000,0.00006,,,,,,,,,,
104,HKOPL1_complete_genome,Klebsiella_michiganensis_CP004887.1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00062,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00041,0.00047,0.00000,0.00001,0.00000,0.00000,0.00001,0.00016,0.00000,0.00000,0.00001,0.00000,0.00043,0.00077,0.00000,0.00536,0.00000,0.00005,0.00002,0.00075,0.00006,0.00035,0.00001,0.00001,,,,,,,,,,
169,DSM_20548_complete_genome,Anaerococcus_prevotii_CP001708.1,0.00000,0.00000,0.00001,0.00001,0.00000,0.00000,0.00000,0.00001,0.00001,0.00002,0.00001,0.00001,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00276,0.00000,0.00001,0.00003,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00001,0.00000,0.00000,0.00000,0.00128,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00001,,,,,,,,,,
96,17_chromosome_I_complete_sequence,Prevotella_intermedia_CP003502.1,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00002,0.00000,0.00000,0.00001,0.00000,0.00000,0.00001,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00019,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00003,,,,,,,,,,
88,At-22_complete_genome,Klebsiella_variicola_CP001891.1,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.02319,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00006,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00003,0.00000,0.00000,0.00001,0.00001,0.00000,0.00002,0.00000,0.00001,0.00001,0.00001,0.00000,0.00026,0.00001,0.00001,,,,,,,,,,
153,KM20_complete_genome,Leuconostoc_citreum_DQ489736.1,0.00000,0.00000,0.00001,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00002,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00004,,,,,,,,,,
114,409-05_complete_genome,Gardnerella_vaginalis_CP001849.1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00004,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00001,0.00015,0.00001,0.00002,0.00562,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00001,0.00183,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,,,,,,,,,
86,PM2-P1-29_genome_assembly_Sequencing_method_scaffold_BN1088_Contig_143,Sphingobacterium_sp._LK931720.1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00002,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,,,,,,,,,,
17,FW213_complete_genome,Streptococcus_parasanguinis_CP003122.1,0.00000,0.00050,0.00063,0.00035,0.00000,0.00000,0.00000,0.00039,0.00003,0.00023,0.00013,0.00000,0.00014,0.00008,0.00023,0.00001,0.00012,0.00006,0.00006,0.00002,0.00074,0.00001,0.00000,0.00016,0.00000,0.00011,0.00000,0.00032,0.00001,0.00077,0.00002,0.00008,0.00015,0.00000,0.00001,0.00000,0.00000,0.00002,0.00000,0.00001,0.00000,0.00002,0.00003,0.00000,0.00002,,,,,,,,,,
90,ATCC_8530_complete_genome,Lactobacillus_rhamnosus_CP003094.1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00001,0.00000,0.00000,0.00000,0.00002,0.00002,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00044,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,,,,,,,,,,
20,57_I_complete_genome,Streptococcus_salivarius_CP002888.1,0.00000,0.00066,0.00080,0.00066,0.00000,0.00001,0.00001,0.00063,0.00014,0.00024,0.00019,0.00000,0.00025,0.00014,0.00047,0.00003,0.00025,0.00003,0.00003,0.00004,0.00020,0.00001,0.00000,0.00013,0.00000,0.00025,0.00014,0.00034,0.00011,0.00139,0.00004,0.00014,0.00164,0.00000,0.00000,0.00003,0.00000,0.00002,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,,,,,,,,,,
41,DSM_5305_chromosome_complete_genome,Rubinisphaera_brasiliensis_CP002546.1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,,,,,,,,,
187,ATCC_15912_complete_genome,Streptococcus_parasanguinis_CP002843.1,0.00000,0.00072,0.00037,0.00053,0.00001,0.00000,0.00000,0.00023,0.00004,0.00032,0.00020,0.00000,0.00008,0.00013,0.00037,0.00001,0.00015,0.00002,0.00010,0.00001,0.00030,0.00002,0.00000,0.00007,0.00000,0.00006,0.00001,0.00050,0.00000,0.00110,0.00003,0.00004,0.00027,0.00000,0.00003,0.00001,0.00000,0.00002,0.00000,0.00002,0.00000,0.00003,0.00005,0.00000,0.00000,,,,,,,,,,
27,strain_NCTC_8618_complete_genome,Streptococcus_salivarius_CP009913.1,0.00000,0.00046,0.00059,0.00053,0.00000,0.00001,0.00001,0.00123,0.00017,0.00012,0.00006,0.00000,0.00023,0.00007,0.00032,0.00006,0.00046,0.00003,0.00005,0.00009,0.00010,0.00000,0.00000,0.00020,0.00000,0.00018,0.00003,0.00019,0.00011,0.00100,0.00001,0.00007,0.00073,0.00000,0.00000,0.00003,0.00000,0.00002,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,,,,,,,,,,
148,CCHSS3_complete_genome,Streptococcus_salivarius_FR873481.1,0.00000,0.00026,0.00037,0.00030,0.00001,0.00000,0.00000,0.00043,0.00008,0.00008,0.00007,0.00000,0.00013,0.00006,0.00022,0.00001,0.00011,0.00004,0.00001,0.00003,0.00008,0.00000,0.00000,0.00006,0.00000,0.00012,0.00003,0.00017,0.00003,0.00061,0.00002,0.00006,0.00070,0.00000,0.00000,0.00001,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,,,,,,,,,
156,JIM8777_complete_genome,Streptococcus_salivarius_FR873482.1,0.00000,0.00022,0.00036,0.00038,0.00001,0.00000,0.00000,0.00073,0.00008,0.00005,0.00002,0.00000,0.00012,0.00003,0.00023,0.00003,0.00033,0.00007,0.00003,0.00003,0.00010,0.00000,0.00000,0.00015,0.00000,0.00011,0.00005,0.00012,0.00007,0.00068,0.00002,0.00006,0.00044,0.00000,0.00000,0.00001,0.00000,0.00001,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,,,,,,,,,,
176,ATCC_BAA-381_complete_genome,Campylobacter_hominis_CP000776.1,0.00000,0.00001,0.00003,0.00000,0.00000,0.00002,0.00002,0.00000,0.00010,0.00002,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00003,0.00000,0.00795,0.00001,0.00008,0.00022,0.00000,0.00000,0.00002,0.00000,0.00003,0.00000,0.00000,0.00012,0.00001,0.00007,0.00003,0.00114,0.00000,0.00003,0.00001,0.00000,0.00000,0.00000,0.00003,0.00001,0.00013,,,,,,,,,,
106,ATCC_11828_complete_genome,Propionibacterium_acnes_CP003084.1,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00001,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00008,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00001,0.00000,0.00000,0.00001,0.00001,0.00000,0.00000,0.00000,0.00000,0.00001,,,,,,,,,,
12,intestinalis_Issoire-Mx1_completegenome,Candidatus_Methanomassiliicoccus_CP005934.1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,,,,,,,,,
